employee_id,first_name,last_name,email,phone,hire_date,termination_date,store_id,job_title
12466,Diya,Kulkarni,diya.kulkarni@croma.in,+91-9242149774,2025-02-02,,13810,Sales Associate
12467,Sara,Patel,sara.patel@gmail.com,+91-9973118127,2025-03-17,,6143,Cashier
12468,Ananya,Shetty,ananya.shetty@yahoo.in,+91-8092960135,2025-04-18,,8014,Assistant Manager
12469,Aadhya,Chopra,aadhya.chopra@gmail.com,+91-9078687339,2025-04-23,,4515,Customer Support
12470,Ira,Iyer,ira.iyer@gmail.com,+91-8489411558,2025-02-24,,9254,Inventory Executive
12471,Aditya,Iyer,aditya.iyer@outlook.com,+91-9194550368,2024-05-20,,6912,Assistant Manager
12472,Aditya,Verma,aditya.verma@gmail.com,+91-9550174858,2024-02-10,,15024,Inventory Executive
12473,Ishaan,Gowda,ishaan.gowda@outlook.com,+91-8527565237,2025-06-19,,18264,Visual Merchandiser
12474,Aisha,Das,aisha.das@croma.in,+91-6309864788,2024-09-05,,7650,Assistant Manager
12475,Vivaan,Patel,vivaan.patel@gmail.com,+91-6720700792,2024-09-26,,12197,Store Manager
12476,Shaurya,Ghosh,shaurya.ghosh@gmail.com,+91-8350184266,2024-10-19,,14542,Visual Merchandiser
12477,Kiara,Rao,kiara.rao@yahoo.in,+91-8575337723,2025-01-15,,18008,Customer Support
12478,Kiara,Verma,kiara.verma@gmail.com,+91-9345361337,2024-09-17,,8811,Assistant Manager
12479,Ananya,Khan,ananya.khan@gmail.com,+91-8122451810,2025-01-15,,7624,Inventory Executive
12480,Aditya,Chopra,aditya.chopra@croma.in,+91-6909414308,2024-11-13,,10855,Customer Support
12481,Rudra,Singh,rudra.singh@yahoo.in,+91-9274416035,2024-10-02,,7149,Sales Associate
12482,Rudra,Sharma,rudra.sharma@croma.in,+91-7186293575,2024-07-05,,15258,Cashier
12483,Aisha,Gupta,aisha.gupta@gmail.com,+91-8611988050,2024-05-08,,9328,Store Manager
12484,Ananya,Iyer,ananya.iyer@croma.in,+91-6780585022,2024-09-02,,11120,Sales Associate
12485,Ira,Shetty,ira.shetty@yahoo.in,+91-6486307761,2024-07-18,,18614,Store Manager
12486,Sai,Rao,sai.rao@outlook.com,+91-6381350003,2024-10-28,,15927,Visual Merchandiser
12487,Arjun,Gowda,arjun.gowda@croma.in,+91-7102917698,2024-07-29,,6508,Customer Support
12488,Vihaan,Das,vihaan.das@croma.in,+91-8733429356,2024-08-10,,19561,Store Manager
12489,Kiara,Shetty,kiara.shetty@gmail.com,+91-6397396662,2025-06-10,,15176,Store Manager
12490,Rudra,Bose,rudra.bose@croma.in,+91-7092270774,2025-01-22,,2658,Sales Associate
12491,Anika,Khan,anika.khan@yahoo.in,+91-7699793844,2025-05-17,,18205,Sales Associate
12492,Vihaan,Yadav,vihaan.yadav@croma.in,+91-9883852439,2025-09-09,,17503,Visual Merchandiser
12493,Sara,Nair,sara.nair@croma.in,+91-7663237108,2024-04-30,,8921,Visual Merchandiser
12494,Kiara,Nair,kiara.nair@outlook.com,+91-8725678275,2025-08-09,,12272,Visual Merchandiser
12495,Arjun,Sharma,arjun.sharma@gmail.com,+91-9303939732,2025-08-07,,7106,Assistant Manager
12496,Pari,Yadav,pari.yadav@gmail.com,+91-8526857338,2024-09-03,,2798,Inventory Executive
12497,Rudra,Gowda,rudra.gowda@outlook.com,+91-8038448119,2024-04-08,,10719,Store Manager
12498,Vivaan,Rao,vivaan.rao@yahoo.in,+91-9588608821,2025-08-25,,11530,Sales Associate
12499,Arjun,Reddy,arjun.reddy@outlook.com,+91-8097624853,2024-01-14,,5260,Cashier
12500,Rudra,Sharma,rudra.sharma@outlook.com,+91-6701109516,2025-01-17,,20948,Visual Merchandiser
12501,Krishna,Mehta,krishna.mehta@yahoo.in,+91-6769190564,2025-08-23,,7633,Inventory Executive
12502,Ananya,Sharma,ananya.sharma@croma.in,+91-8316164917,2024-02-19,,8108,Visual Merchandiser
12503,Sai,Chopra,sai.chopra@yahoo.in,+91-8248651210,2025-07-23,,10627,Visual Merchandiser
12504,Rudra,Ghosh,rudra.ghosh@croma.in,+91-7633646821,2024-03-14,,14504,Cashier
12505,Ira,Nair,ira.nair@outlook.com,+91-7263381939,2024-09-05,,20107,Sales Associate
12506,Diya,Mehta,diya.mehta@yahoo.in,+91-9209046179,2025-04-05,,9294,Sales Associate
12507,Ananya,Gowda,ananya.gowda@gmail.com,+91-9991542910,2025-05-14,,14062,Customer Support
12508,Shaurya,Singh,shaurya.singh@yahoo.in,+91-8215384262,2024-10-30,,11448,Sales Associate
12509,Vivaan,Yadav,vivaan.yadav@outlook.com,+91-9492692593,2024-11-07,,10027,Assistant Manager
12510,Ira,Das,ira.das@gmail.com,+91-8875761780,2024-11-14,,13536,Store Manager
12511,Aarav,Kulkarni,aarav.kulkarni@gmail.com,+91-8408761952,2024-01-20,,19793,Sales Associate
12512,Ananya,Gowda,ananya.gowda@croma.in,+91-6131785657,2025-07-31,,2810,Sales Associate
12513,Aditya,Bose,aditya.bose@croma.in,+91-9585618218,2025-01-05,,9461,Inventory Executive
12514,Krishna,Ghosh,krishna.ghosh@croma.in,+91-8004124430,2024-01-27,,1841,Inventory Executive
12515,Krishna,Sharma,krishna.sharma@gmail.com,+91-6337369235,2025-01-12,,6458,Assistant Manager
12516,Pari,Verma,pari.verma@gmail.com,+91-9366731935,2024-03-17,,14056,Cashier
12517,Ira,Mehta,ira.mehta@outlook.com,+91-6941387863,2024-02-09,,15461,Assistant Manager
12518,Ira,Gowda,ira.gowda@outlook.com,+91-8146523950,2024-04-05,,3619,Customer Support
12519,Ishaan,Kulkarni,ishaan.kulkarni@outlook.com,+91-9538410471,2025-06-25,,8785,Inventory Executive
12520,Rudra,Mishra,rudra.mishra@gmail.com,+91-7795081546,2025-07-18,,3012,Store Manager
12521,Sai,Das,sai.das@croma.in,+91-7078873221,2024-06-20,,18423,Cashier
12522,Anika,Rao,anika.rao@yahoo.in,+91-6932805428,2025-07-31,,1695,Inventory Executive
12523,Arjun,Das,arjun.das@croma.in,+91-8076964037,2024-02-21,,1615,Store Manager
12524,Aadhya,Shetty,aadhya.shetty@croma.in,+91-7183910155,2025-03-23,,16909,Sales Associate
12525,Aisha,Shetty,aisha.shetty@gmail.com,+91-6570232600,2025-03-29,,9904,Inventory Executive
12526,Myra,Verma,myra.verma@outlook.com,+91-6374911600,2025-07-20,,2563,Cashier
12527,Diya,Mishra,diya.mishra@gmail.com,+91-8525655130,2024-10-28,,11318,Cashier
12528,Sara,Gupta,sara.gupta@yahoo.in,+91-7446795814,2024-06-20,,6607,Assistant Manager
12529,Sai,Yadav,sai.yadav@outlook.com,+91-8338845060,2025-07-07,,10173,Sales Associate
12530,Myra,Iyer,myra.iyer@croma.in,+91-6327886028,2024-10-13,,8412,Assistant Manager
12531,Krishna,Gowda,krishna.gowda@outlook.com,+91-7336609874,2025-05-27,,6697,Sales Associate
12532,Diya,Iyer,diya.iyer@outlook.com,+91-8590730811,2024-09-30,,19502,Cashier
12533,Diya,Sharma,diya.sharma@gmail.com,+91-8612128151,2025-08-26,,12562,Cashier
12534,Myra,Patel,myra.patel@yahoo.in,+91-6599135516,2025-06-11,,11887,Cashier
12535,Anika,Das,anika.das@croma.in,+91-7843583061,2025-04-25,,13449,Store Manager
12536,Myra,Nair,myra.nair@yahoo.in,+91-8805467723,2025-06-04,,14475,Customer Support
12537,Aisha,Das,aisha.das@outlook.com,+91-7454822881,2024-03-01,,447,Store Manager
12538,Sara,Mehta,sara.mehta@gmail.com,+91-7195917479,2024-08-24,,2981,Inventory Executive
12539,Ishaan,Rao,ishaan.rao@outlook.com,+91-6768822825,2024-11-21,,17991,Cashier
12540,Diya,Singh,diya.singh@outlook.com,+91-9702730518,2024-04-07,,20121,Sales Associate
12541,Myra,Nair,myra.nair@gmail.com,+91-9974477014,2024-07-09,,18302,Visual Merchandiser
12542,Aisha,Verma,aisha.verma@yahoo.in,+91-7453951869,2024-01-22,,19733,Sales Associate
12543,Rudra,Patel,rudra.patel@outlook.com,+91-9478065443,2024-05-13,,15581,Inventory Executive
12544,Rudra,Yadav,rudra.yadav@outlook.com,+91-8007795827,2024-05-21,,8209,Visual Merchandiser
12545,Ananya,Kulkarni,ananya.kulkarni@gmail.com,+91-6098698261,2024-02-22,,10153,Customer Support
12546,Ira,Nair,ira.nair@yahoo.in,+91-8584946090,2025-07-28,,13452,Visual Merchandiser
12547,Aadhya,Mehta,aadhya.mehta@croma.in,+91-7899649627,2025-03-12,,6940,Store Manager
12548,Vivaan,Rao,vivaan.rao@yahoo.in,+91-8686344482,2024-02-08,,10756,Inventory Executive
12549,Shaurya,Khan,shaurya.khan@outlook.com,+91-8313414609,2024-10-14,,6287,Customer Support
12550,Kiara,Das,kiara.das@outlook.com,+91-8522958244,2024-08-03,,5529,Inventory Executive
12551,Aarav,Verma,aarav.verma@gmail.com,+91-6693981894,2025-02-03,,3618,Assistant Manager
12552,Ananya,Chopra,ananya.chopra@croma.in,+91-6828298471,2024-06-21,,17893,Store Manager
12553,Ananya,Singh,ananya.singh@outlook.com,+91-7332904148,2025-04-29,,5016,Store Manager
12554,Anika,Sharma,anika.sharma@outlook.com,+91-8301443223,2025-05-28,,9369,Store Manager
12555,Aadhya,Mishra,aadhya.mishra@croma.in,+91-7672878315,2025-01-27,,19782,Store Manager
12556,Aditya,Gupta,aditya.gupta@gmail.com,+91-6856106560,2025-02-22,,18446,Inventory Executive
12557,Aditya,Yadav,aditya.yadav@gmail.com,+91-6688603879,2024-06-10,,3216,Visual Merchandiser
12558,Ananya,Verma,ananya.verma@croma.in,+91-9825665407,2024-07-25,,3266,Inventory Executive
12559,Arjun,Mishra,arjun.mishra@gmail.com,+91-8200158268,2024-12-11,,5611,Sales Associate
12560,Arjun,Bose,arjun.bose@croma.in,+91-6346131917,2024-02-21,,12449,Cashier
12561,Krishna,Singh,krishna.singh@outlook.com,+91-8417541436,2025-08-22,,2225,Cashier
12562,Ananya,Nair,ananya.nair@croma.in,+91-8173858386,2024-05-03,,15302,Sales Associate
12563,Aadhya,Iyer,aadhya.iyer@gmail.com,+91-7255338926,2024-12-02,,20150,Cashier
12564,Kiara,Gupta,kiara.gupta@gmail.com,+91-9517276169,2025-03-18,,16605,Inventory Executive
12565,Vihaan,Yadav,vihaan.yadav@yahoo.in,+91-8942664483,2025-03-03,,19655,Assistant Manager
12566,Arjun,Iyer,arjun.iyer@yahoo.in,+91-7871472147,2024-01-04,,7223,Store Manager
12567,Shaurya,Singh,shaurya.singh@gmail.com,+91-7578435319,2025-09-10,,2996,Assistant Manager
12568,Sara,Kulkarni,sara.kulkarni@croma.in,+91-9701581396,2024-05-04,,18971,Visual Merchandiser
12569,Shaurya,Mehta,shaurya.mehta@yahoo.in,+91-6237202031,2025-09-02,,15761,Visual Merchandiser
12570,Vivaan,Chopra,vivaan.chopra@yahoo.in,+91-7411267782,2025-01-02,,1075,Store Manager
12571,Sara,Bose,sara.bose@croma.in,+91-8522861892,2024-06-14,,6479,Customer Support
12572,Aarav,Nair,aarav.nair@outlook.com,+91-6385577667,2024-04-04,,20911,Visual Merchandiser
12573,Aarav,Kulkarni,aarav.kulkarni@gmail.com,+91-9176583695,2025-04-27,,9412,Sales Associate
12574,Sara,Gowda,sara.gowda@croma.in,+91-9739724458,2025-08-28,,8956,Sales Associate
12575,Rudra,Shetty,rudra.shetty@yahoo.in,+91-7038100954,2024-12-18,,10260,Visual Merchandiser
12576,Vihaan,Rao,vihaan.rao@yahoo.in,+91-8995921626,2025-01-29,,11147,Sales Associate
12577,Vihaan,Patel,vihaan.patel@croma.in,+91-9843784308,2025-05-27,,7170,Visual Merchandiser
12578,Diya,Singh,diya.singh@croma.in,+91-6310399748,2024-03-19,,14058,Inventory Executive
12579,Shaurya,Mehta,shaurya.mehta@croma.in,+91-8506381504,2025-07-12,,10348,Inventory Executive
12580,Aadhya,Chopra,aadhya.chopra@outlook.com,+91-6924388734,2024-12-01,,4706,Assistant Manager
12581,Anika,Sharma,anika.sharma@outlook.com,+91-7423069856,2024-03-13,,1631,Store Manager
12582,Anika,Sharma,anika.sharma@yahoo.in,+91-7494855905,2024-02-20,,15988,Visual Merchandiser
12583,Aisha,Yadav,aisha.yadav@croma.in,+91-6056792092,2024-04-04,,17244,Inventory Executive
12584,Anika,Sharma,anika.sharma@outlook.com,+91-6900907827,2025-07-29,,18055,Customer Support
12585,Kiara,Gowda,kiara.gowda@outlook.com,+91-6756301172,2025-05-01,,17125,Visual Merchandiser
12586,Aadhya,Khan,aadhya.khan@gmail.com,+91-6871855617,2025-03-03,,9472,Store Manager
12587,Aisha,Das,aisha.das@outlook.com,+91-9263249749,2024-07-12,,8876,Inventory Executive
12588,Krishna,Gowda,krishna.gowda@yahoo.in,+91-9359628280,2024-06-01,,6173,Sales Associate
12589,Krishna,Mehta,krishna.mehta@yahoo.in,+91-6015504458,2025-06-14,,9453,Inventory Executive
12590,Shaurya,Gowda,shaurya.gowda@yahoo.in,+91-7841034907,2024-06-26,,6364,Cashier
12591,Sai,Sharma,sai.sharma@outlook.com,+91-9084336442,2025-04-27,,5591,Cashier
12592,Sara,Kulkarni,sara.kulkarni@croma.in,+91-7466477073,2025-06-21,,7350,Visual Merchandiser
12593,Ishaan,Ghosh,ishaan.ghosh@yahoo.in,+91-6571733035,2025-05-25,,11734,Cashier
12594,Vihaan,Chopra,vihaan.chopra@croma.in,+91-9240992551,2024-03-22,,5426,Cashier
12595,Aisha,Patel,aisha.patel@outlook.com,+91-8753357108,2025-08-11,,9307,Visual Merchandiser
12596,Aadhya,Verma,aadhya.verma@gmail.com,+91-6786567438,2025-08-05,,2246,Cashier
12597,Myra,Ghosh,myra.ghosh@gmail.com,+91-8400920667,2024-06-09,,17536,Inventory Executive
12598,Diya,Chopra,diya.chopra@yahoo.in,+91-6082591917,2025-09-02,,20085,Cashier
12599,Kiara,Khan,kiara.khan@croma.in,+91-6157337074,2024-11-15,,10123,Customer Support
12600,Aadhya,Chopra,aadhya.chopra@yahoo.in,+91-8488237694,2024-08-04,,5001,Sales Associate
12601,Myra,Reddy,myra.reddy@croma.in,+91-8887717508,2025-07-23,,8380,Cashier
12602,Ishaan,Yadav,ishaan.yadav@croma.in,+91-9840055663,2025-01-22,,1993,Cashier
12603,Aarav,Gupta,aarav.gupta@outlook.com,+91-8615011433,2024-06-26,,15130,Cashier
12604,Vivaan,Ghosh,vivaan.ghosh@yahoo.in,+91-7653882280,2025-05-14,,322,Customer Support
12605,Anika,Verma,anika.verma@gmail.com,+91-8068323191,2024-02-13,,15464,Inventory Executive
12606,Diya,Gowda,diya.gowda@outlook.com,+91-9963444041,2024-10-03,,8180,Visual Merchandiser
12607,Vihaan,Mishra,vihaan.mishra@croma.in,+91-7810908053,2024-12-08,,3988,Store Manager
12608,Krishna,Chopra,krishna.chopra@outlook.com,+91-8819035966,2024-08-28,,20994,Assistant Manager
12609,Diya,Kulkarni,diya.kulkarni@gmail.com,+91-9204323332,2025-03-29,,10262,Store Manager
12610,Krishna,Nair,krishna.nair@croma.in,+91-8300250062,2025-08-04,,4395,Customer Support
12611,Sai,Shetty,sai.shetty@yahoo.in,+91-8440437006,2024-09-25,,1715,Store Manager
12612,Shaurya,Gupta,shaurya.gupta@gmail.com,+91-7910913400,2025-06-11,,20293,Assistant Manager
12613,Pari,Gowda,pari.gowda@croma.in,+91-8246087408,2025-01-18,,14567,Cashier
12614,Ira,Mishra,ira.mishra@yahoo.in,+91-9128278921,2025-01-04,,11541,Visual Merchandiser
12615,Sai,Shetty,sai.shetty@yahoo.in,+91-8003507763,2025-04-27,,19594,Cashier
12616,Shaurya,Singh,shaurya.singh@yahoo.in,+91-7496690549,2025-01-24,,859,Assistant Manager
12617,Diya,Shetty,diya.shetty@outlook.com,+91-8947522963,2024-05-09,,18717,Cashier
12618,Vivaan,Rao,vivaan.rao@gmail.com,+91-6370492181,2024-08-27,,15734,Cashier
12619,Anika,Kulkarni,anika.kulkarni@gmail.com,+91-9471121978,2024-01-06,,19049,Store Manager
12620,Rudra,Mehta,rudra.mehta@croma.in,+91-7997771873,2025-08-29,,9512,Store Manager
12621,Vivaan,Khan,vivaan.khan@croma.in,+91-8869522469,2024-05-17,,2683,Sales Associate
12622,Vihaan,Khan,vihaan.khan@croma.in,+91-8751974036,2024-09-21,,16674,Cashier
12623,Aarav,Das,aarav.das@gmail.com,+91-7347690619,2025-05-07,,12907,Customer Support
12624,Ananya,Gupta,ananya.gupta@outlook.com,+91-9873177230,2024-06-08,,1236,Store Manager
12625,Rudra,Reddy,rudra.reddy@gmail.com,+91-6982263907,2024-10-15,,5656,Cashier
12626,Diya,Bose,diya.bose@croma.in,+91-6858467272,2025-07-01,,13027,Customer Support
12627,Ishaan,Verma,ishaan.verma@gmail.com,+91-8106566572,2024-02-12,,6642,Assistant Manager
12628,Kiara,Verma,kiara.verma@outlook.com,+91-6714363504,2024-06-29,,6568,Sales Associate
12629,Sai,Reddy,sai.reddy@croma.in,+91-8064140055,2024-12-09,,16143,Visual Merchandiser
12630,Sara,Kulkarni,sara.kulkarni@outlook.com,+91-9885444763,2024-06-29,,17864,Cashier
12631,Myra,Rao,myra.rao@gmail.com,+91-8475122311,2025-03-30,,17274,Inventory Executive
12632,Vihaan,Mehta,vihaan.mehta@outlook.com,+91-8375637507,2025-02-22,,5702,Sales Associate
12633,Shaurya,Gupta,shaurya.gupta@yahoo.in,+91-9401722473,2025-02-09,,6707,Assistant Manager
12634,Kiara,Mehta,kiara.mehta@gmail.com,+91-7352396006,2024-12-03,,9735,Sales Associate
12635,Myra,Gowda,myra.gowda@yahoo.in,+91-8947817158,2025-01-22,,18738,Customer Support
12636,Sai,Bose,sai.bose@gmail.com,+91-6218351360,2025-01-18,,8179,Customer Support
12637,Aarav,Bose,aarav.bose@outlook.com,+91-6291553187,2024-10-24,,9032,Inventory Executive
12638,Aisha,Rao,aisha.rao@croma.in,+91-7707156649,2024-02-13,,8967,Sales Associate
12639,Rudra,Gupta,rudra.gupta@yahoo.in,+91-9024594552,2025-03-03,,12960,Assistant Manager
12640,Ira,Sharma,ira.sharma@outlook.com,+91-8420056783,2024-09-27,,8615,Inventory Executive
12641,Sai,Yadav,sai.yadav@croma.in,+91-8080040623,2024-10-02,,10747,Assistant Manager
12642,Myra,Kulkarni,myra.kulkarni@outlook.com,+91-9902610281,2025-08-28,,16617,Store Manager
12643,Sara,Nair,sara.nair@yahoo.in,+91-8039933291,2024-08-10,,4480,Assistant Manager
12644,Arjun,Bose,arjun.bose@gmail.com,+91-9881340693,2025-01-12,,17486,Sales Associate
12645,Pari,Ghosh,pari.ghosh@croma.in,+91-6437118810,2025-07-23,,4920,Customer Support
12646,Shaurya,Chopra,shaurya.chopra@croma.in,+91-7009988072,2024-11-19,,11826,Sales Associate
12647,Sai,Bose,sai.bose@croma.in,+91-6330676315,2024-07-07,,10442,Inventory Executive
12648,Pari,Gowda,pari.gowda@croma.in,+91-8806690685,2024-07-19,,819,Sales Associate
12649,Shaurya,Rao,shaurya.rao@gmail.com,+91-9026759098,2025-06-26,,6827,Customer Support
12650,Ananya,Das,ananya.das@yahoo.in,+91-9460152779,2024-07-15,,14501,Cashier
12651,Krishna,Gowda,krishna.gowda@gmail.com,+91-9270451710,2025-04-13,,13588,Inventory Executive
12652,Ananya,Mehta,ananya.mehta@gmail.com,+91-9462234812,2024-07-25,,9505,Visual Merchandiser
12653,Arjun,Sharma,arjun.sharma@croma.in,+91-8958339344,2024-05-12,,19765,Store Manager
12654,Arjun,Verma,arjun.verma@croma.in,+91-6958667796,2024-10-20,,16521,Customer Support
12655,Vivaan,Verma,vivaan.verma@yahoo.in,+91-6871759384,2024-03-05,,1385,Sales Associate
12656,Sara,Khan,sara.khan@croma.in,+91-7849213595,2025-04-22,,9615,Inventory Executive
12657,Arjun,Nair,arjun.nair@croma.in,+91-7125721597,2024-09-24,,4654,Inventory Executive
12658,Kiara,Yadav,kiara.yadav@gmail.com,+91-7625042785,2025-05-03,,18206,Inventory Executive
12659,Vihaan,Yadav,vihaan.yadav@croma.in,+91-7948353616,2024-09-14,,8246,Store Manager
12660,Vivaan,Kulkarni,vivaan.kulkarni@croma.in,+91-9302247480,2024-10-07,,7156,Store Manager
12661,Ishaan,Singh,ishaan.singh@outlook.com,+91-8559416726,2024-07-01,,15606,Inventory Executive
12662,Vihaan,Mehta,vihaan.mehta@yahoo.in,+91-6433983980,2025-04-13,,1453,Assistant Manager
12663,Pari,Verma,pari.verma@gmail.com,+91-9500462631,2024-07-05,,2372,Store Manager
12664,Myra,Kulkarni,myra.kulkarni@croma.in,+91-9501218881,2024-02-06,,4992,Sales Associate
12665,Vihaan,Kulkarni,vihaan.kulkarni@outlook.com,+91-9386554671,2025-04-23,,5648,Cashier
12666,Diya,Patel,diya.patel@outlook.com,+91-6696139012,2025-05-24,,15543,Store Manager
12667,Aditya,Khan,aditya.khan@gmail.com,+91-7176572205,2025-08-24,,1288,Visual Merchandiser
12668,Aisha,Gupta,aisha.gupta@gmail.com,+91-6179358336,2024-03-22,,1866,Customer Support
12669,Vihaan,Yadav,vihaan.yadav@croma.in,+91-9724342336,2025-04-06,,13204,Visual Merchandiser
12670,Anika,Kulkarni,anika.kulkarni@gmail.com,+91-6716162383,2024-01-10,,7072,Sales Associate
12671,Anika,Shetty,anika.shetty@gmail.com,+91-9220919381,2024-09-26,,6655,Sales Associate
12672,Aisha,Ghosh,aisha.ghosh@outlook.com,+91-6937362043,2025-08-10,,11686,Assistant Manager
12673,Aditya,Das,aditya.das@gmail.com,+91-7482927101,2024-04-30,,13283,Cashier
12674,Aisha,Gupta,aisha.gupta@gmail.com,+91-7370642693,2024-02-03,,16340,Store Manager
12675,Ira,Reddy,ira.reddy@croma.in,+91-9311359433,2025-02-15,,10383,Assistant Manager
12676,Rudra,Gowda,rudra.gowda@croma.in,+91-7260828580,2025-06-14,,1901,Store Manager
12677,Diya,Verma,diya.verma@yahoo.in,+91-8800282567,2024-02-22,,4173,Store Manager
12678,Diya,Singh,diya.singh@gmail.com,+91-6220297866,2024-06-18,,11452,Sales Associate
12679,Krishna,Reddy,krishna.reddy@outlook.com,+91-6640947995,2024-03-17,,157,Customer Support
12680,Vihaan,Gowda,vihaan.gowda@yahoo.in,+91-8125811573,2025-03-19,,4898,Assistant Manager
12681,Myra,Shetty,myra.shetty@outlook.com,+91-8566818906,2024-04-29,,6069,Inventory Executive
12682,Rudra,Reddy,rudra.reddy@gmail.com,+91-9932368515,2024-09-03,,17676,Store Manager
12683,Arjun,Shetty,arjun.shetty@yahoo.in,+91-8497624514,2024-02-23,,10969,Cashier
12684,Anika,Nair,anika.nair@yahoo.in,+91-8107345502,2025-07-06,,17546,Store Manager
12685,Aditya,Patel,aditya.patel@gmail.com,+91-7326410169,2025-03-11,,8027,Store Manager
12686,Aisha,Gupta,aisha.gupta@outlook.com,+91-8801972101,2025-07-07,,18563,Customer Support
12687,Ananya,Khan,ananya.khan@outlook.com,+91-6757744021,2024-02-25,,10156,Inventory Executive
12688,Vivaan,Kulkarni,vivaan.kulkarni@outlook.com,+91-9998173235,2024-04-02,,19690,Customer Support
12689,Pari,Khan,pari.khan@gmail.com,+91-9165022606,2025-07-19,,13437,Store Manager
12690,Rudra,Das,rudra.das@outlook.com,+91-8811294715,2025-05-29,,2240,Sales Associate
12691,Krishna,Khan,krishna.khan@gmail.com,+91-6092861462,2024-05-15,,12028,Inventory Executive
12692,Krishna,Gupta,krishna.gupta@croma.in,+91-9586146514,2024-05-02,,13859,Sales Associate
12693,Pari,Yadav,pari.yadav@gmail.com,+91-7176150857,2024-01-22,,3721,Cashier
12694,Diya,Rao,diya.rao@yahoo.in,+91-8091680802,2024-01-27,,19910,Store Manager
12695,Shaurya,Patel,shaurya.patel@gmail.com,+91-7861054429,2025-03-27,,1045,Sales Associate
12696,Myra,Chopra,myra.chopra@gmail.com,+91-7219728319,2024-12-04,,543,Sales Associate
12697,Ira,Nair,ira.nair@gmail.com,+91-6017821631,2024-07-15,,16858,Sales Associate
12698,Arjun,Kulkarni,arjun.kulkarni@yahoo.in,+91-6723579957,2024-04-19,,11008,Cashier
12699,Vivaan,Kulkarni,vivaan.kulkarni@yahoo.in,+91-6430898298,2025-03-24,,9903,Assistant Manager
12700,Diya,Shetty,diya.shetty@yahoo.in,+91-6830059628,2025-04-16,,13150,Inventory Executive
12701,Diya,Ghosh,diya.ghosh@gmail.com,+91-9789275496,2024-12-08,,13313,Assistant Manager
12702,Sara,Das,sara.das@outlook.com,+91-8058692466,2024-09-26,,18497,Sales Associate
12703,Shaurya,Ghosh,shaurya.ghosh@yahoo.in,+91-7407509245,2024-10-12,,4497,Customer Support
12704,Anika,Rao,anika.rao@croma.in,+91-6647437213,2025-07-09,,16397,Visual Merchandiser
12705,Shaurya,Singh,shaurya.singh@croma.in,+91-8068890674,2024-11-24,,9081,Customer Support
12706,Sai,Patel,sai.patel@gmail.com,+91-7873545790,2025-03-30,,1075,Cashier
12707,Sara,Bose,sara.bose@croma.in,+91-9693242851,2024-03-07,,7622,Store Manager
12708,Pari,Yadav,pari.yadav@gmail.com,+91-8082857112,2024-12-12,,6365,Assistant Manager
12709,Aditya,Mehta,aditya.mehta@outlook.com,+91-7569501736,2024-05-19,,18817,Sales Associate
12710,Shaurya,Kulkarni,shaurya.kulkarni@outlook.com,+91-7162246948,2024-09-09,,17939,Cashier
12711,Aisha,Kulkarni,aisha.kulkarni@gmail.com,+91-6505160865,2025-04-12,,12444,Visual Merchandiser
12712,Myra,Singh,myra.singh@gmail.com,+91-6208128850,2024-09-08,,1316,Customer Support
12713,Sai,Verma,sai.verma@croma.in,+91-7532771733,2025-05-19,,13582,Assistant Manager
12714,Aadhya,Das,aadhya.das@outlook.com,+91-6569697286,2024-01-31,,9722,Inventory Executive
12715,Myra,Mishra,myra.mishra@outlook.com,+91-7198094842,2025-03-21,,9510,Customer Support
12716,Kiara,Reddy,kiara.reddy@yahoo.in,+91-9386436829,2025-09-12,,2831,Cashier
12717,Shaurya,Mishra,shaurya.mishra@croma.in,+91-9174547438,2024-03-27,,12827,Inventory Executive
12718,Diya,Rao,diya.rao@croma.in,+91-6897428431,2024-04-22,,10104,Customer Support
12719,Shaurya,Gowda,shaurya.gowda@gmail.com,+91-8691198804,2024-07-26,,4661,Visual Merchandiser
12720,Anika,Yadav,anika.yadav@gmail.com,+91-9787388308,2025-05-28,,5767,Visual Merchandiser
12721,Aditya,Mishra,aditya.mishra@croma.in,+91-8596515872,2024-12-15,,4721,Store Manager
12722,Myra,Nair,myra.nair@outlook.com,+91-7950054085,2025-09-04,,760,Assistant Manager
12723,Myra,Shetty,myra.shetty@gmail.com,+91-9629232736,2025-07-14,,13435,Inventory Executive
12724,Arjun,Gowda,arjun.gowda@yahoo.in,+91-9904744857,2025-03-26,,10435,Sales Associate
12725,Aditya,Mishra,aditya.mishra@yahoo.in,+91-9201414814,2024-10-15,,20181,Assistant Manager
12726,Ishaan,Mishra,ishaan.mishra@gmail.com,+91-8865303264,2024-05-16,,2659,Cashier
12727,Sara,Mishra,sara.mishra@gmail.com,+91-7070903870,2025-03-19,,2279,Visual Merchandiser
12728,Anika,Mishra,anika.mishra@gmail.com,+91-9932341080,2024-07-24,,15943,Assistant Manager
12729,Ira,Verma,ira.verma@gmail.com,+91-7228627860,2024-05-28,,19689,Inventory Executive
12730,Arjun,Nair,arjun.nair@gmail.com,+91-9407827292,2024-12-07,,2192,Customer Support
12731,Aadhya,Chopra,aadhya.chopra@gmail.com,+91-7238228679,2024-03-15,,5543,Cashier
12732,Vivaan,Rao,vivaan.rao@gmail.com,+91-6556458228,2024-04-05,,8716,Cashier
